Message,Time,Longitude,Latitude,Technology_Mode,NR_UE_PCI_0,NR_UE_RSRP_0,NR_UE_RSRQ_0,NR_UE_SINR_0,NR_UE_Nbr_PCI_0,NR_UE_Nbr_PCI_1,NR_UE_Nbr_PCI_2,NR_UE_Nbr_PCI_3,NR_UE_Nbr_PCI_4,NR_UE_Nbr_RSRP_0,NR_UE_Nbr_RSRP_1,NR_UE_Nbr_RSRP_2,NR_UE_Nbr_RSRP_3,NR_UE_Nbr_RSRP_4,NR_UE_Nbr_RSRQ_0,NR_UE_Nbr_RSRQ_1,NR_UE_Nbr_RSRQ_2,NR_UE_Nbr_RSRQ_3,NR_UE_Nbr_RSRQ_4,NR_UE_Timing_Advance,NR_UE_Pathloss_DL_0,NR_UE_Throughput_PDCP_DL,App_Throughput_DL,NR_UE_NACK_Rate_DL_0,NR_UE_Ack_As_Nack_DL_0,NR_UE_MCS_DL_0,NR_UE_RB_Num_DL_0,NR_UE_Modulation_Avg_DL_0,NR_UE_RI_DL_0,NR_UE_BLER_DL_0,NR_UE_CCE_AggregationLev_0,NR_UE_Power_Tx_PUSCH_0,NR_UE_Power_Tx_PRACH_0,NR_UE_NACK_Rate_UL_0,NR_UE_RACH_Attempt,NR_UE_RACH_OK,NR_UE_RACH_Fail,NR_UE_RACH_Procedure_Count,NR_UE_RRCReEstAttempt,NR_UE_RRCReEstFail,NR_UE_RRCReEst_EndResult,NR_UE_RRCConnectionAttempt,NR_UE_RRCConnectionSetupOk,,NR_UE_RRCConnectionComplete,NR_UE_RRCConnectionDrop,NR_UE_RRCHOAttempt,NR_UE_RRCHOOK,NR_RRC_MsgType,NAS_5GS_MM_MessageType,NAS_5GS_SM_MessageType
55754,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,29532.16,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55755,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55756,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55757,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55758,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55759,03/14/2025 12:27:07,29.01534,41.10574,5GSA,68,-126.1,-19,-8.7,40,76,,,,-122.6,-122.1,,,,-16.4,-15.8,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55760,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55761,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55762,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55763,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55764,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55765,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55766,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55767,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55768,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,8.9,6,10 (16QAM OR 64QAM / Low SE -QPSK),123,,,8.9,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55769,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEVEL_16,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55770,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,16QAM,Rank1,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55771,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55772,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55773,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55774,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55775,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55776,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55777,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,147.2,,,,,,,,,,,22.2,,10.5,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55778,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55779,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55780,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55781,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55782,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rank1,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55783,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55784,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55785,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55786,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,25231.36,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55787,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55788,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55789,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55790,03/14/2025 12:27:07,29.01534,41.10574,5GSA,68,-123.9,-17.1,-8.4,30,40,76,,,-124,-124,-123.8,,,-17.5,-17.4,-17.3,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55791,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55792,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55793,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55794,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55795,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55796,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55797,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55798,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55799,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55800,03/14/2025 12:27:07,29.01534,41.10574,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55801,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55802,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55803,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,5.9,3,9 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),118,,,5.9,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55804,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEVEL_16,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55805,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,16QAM,Rank1,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55806,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55807,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55808,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55809,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55810,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55811,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55812,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55813,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55814,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55815,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55816,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55817,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55818,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55819,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,26372.78,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55820,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55821,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55822,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55823,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55824,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55825,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,154.1,,,,,,,,,,,22.2,,9.7,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55826,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55827,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55828,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55829,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55830,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rank1,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55831,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,23101.44,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55832,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55833,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55834,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55835,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55836,03/14/2025 12:27:08,29.01534,41.10568,5GSA,68,-124.4,-17.4,-8.2,40,76,,,,-125.8,-125.1,,,,-18.6,-18,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55837,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55838,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55839,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55840,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55841,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55842,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55843,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55844,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55845,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55846,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55847,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,6.9,7,9 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),124,,,6.9,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55848,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEVEL_16,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55849,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,16QAM,Rank1,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55850,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55851,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55852,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55853,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55854,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,151.7,,,,,,,,,,,22.2,,11,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55855,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55856,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55857,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55858,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55859,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55860,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55861,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rank1,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55862,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,21790.72,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55863,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55864,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55865,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55866,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55867,03/14/2025 12:27:08,29.01534,41.10568,5GSA,68,-124.2,-17.3,-10,40,76,,,,-124.5,-123.9,,,,-17.5,-17,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55868,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55869,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55870,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55871,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55872,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55873,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55874,03/14/2025 12:27:08,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55875,03/14/2025 12:27:09,29.01534,41.10568,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55876,03/14/2025 12:27:09,29.01535,41.10565,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55877,03/14/2025 12:27:09,29.01535,41.10565,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55878,03/14/2025 12:27:09,29.01536,41.10562,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55879,03/14/2025 12:27:09,29.01536,41.10562,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55880,03/14/2025 12:27:09,29.01536,41.10562,5GSA,,,,,,,,,,,,,,,,,,,,,,,,4.8,9,8 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),129,,,4.8,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55881,03/14/2025 12:27:09,29.01536,41.10562,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEVEL_16,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55882,03/14/2025 12:27:09,29.01536,41.10562,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,16QAM,Rank1,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55883,03/14/2025 12:27:09,29.01536,41.10562,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55884,03/14/2025 12:27:09,29.01536,41.10562,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55885,03/14/2025 12:27:09,29.01536,41.10562,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55886,03/14/2025 12:27:09,29.01536,41.10562,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55887,03/14/2025 12:27:09,29.01536,41.10562,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55888,03/14/2025 12:27:09,29.01536,41.10562,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55889,03/14/2025 12:27:09,29.01536,41.10562,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
55890,03/14/2025 12:27:09,29.01536,41.10562,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
